student_id,age,gender,socioeconomic_status,parent_education_level,attendance_rate,study_hours_per_week,quiz_average,assignment_submission_rate,engagement_index,financial_assistance,internet_access,learning_device_type,previous_grades,subject_difficulty,final_exam_score,preferred_learning_style,course_enrolled,interest_tags,pass_fail,risk_level,dropout_likelihood
1148,24.0,Male,Middle,High School,0.62,13.3,96.7,0.73,0.49,No,Limited,Tablet,54.7,Moderate,58.6,Reading,BSED,"Leadership, Marketing",Fail,At Risk,0.7
1149,19.0,Female,High,Elementary,0.58,14.2,46.1,0.72,0.71,No,Stable,Smartphone,57.5,Moderate,53.9,Auditory,BSIT,"Leadership, Marketing",Fail,At Risk,0.59
1150,24.0,Male,Middle,High School,0.59,2.0,91.3,0.42,0.78,Yes,Limited,Tablet,93.7,Moderate,67.5,Visual,BSIT,"Programming, AI",Fail,At Risk,0.54
1151,18.0,Female,Middle,College,0.92,13.7,71.6,0.99,0.46,No,Stable,Desktop,60.3,Hard,86.9,Visual,BSBA,"Game Dev, Robotics",Pass,Safe,0.58
1152,22.0,Male,Middle,College,0.67,1.8,89.6,0.47,0.62,Yes,Stable,Smartphone,94.0,Easy,97.6,Reading,BSED,"Accounting, Finance",Pass,Moderate,0.58
1153,21.0,Female,Low,High School,0.66,12.2,57.9,0.54,0.43,No,Stable,Smartphone,73.9,Hard,85.8,Kinesthetic,BSED,"Leadership, Marketing",Pass,Moderate,0.72
1154,23.0,Male,Low,High School,0.61,20.0,90.4,0.43,0.34,No,Limited,Smartphone,56.1,Hard,91.3,Auditory,BSIT,"Game Dev, Robotics",Pass,At Risk,0.79
1155,24.0,Female,Middle,Elementary,0.8,11.6,86.4,0.78,0.56,No,Stable,Smartphone,54.5,Easy,76.2,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.55
1156,20.0,Female,Middle,College,0.69,10.0,53.8,0.53,0.55,Yes,Stable,Smartphone,59.4,Moderate,90.1,Visual,BSIT,"Leadership, Marketing",Pass,Moderate,0.62
1157,16.0,Female,Low,Elementary,0.87,6.9,47.9,0.51,1.0,No,Limited,Laptop,91.7,Hard,87.1,Visual,BSED,"Accounting, Finance",Pass,Safe,0.13
1158,18.0,Male,High,College,0.6,3.3,92.1,0.45,0.61,No,Stable,Laptop,68.6,Moderate,62.6,Kinesthetic,BSED,"Teaching, Research",Fail,At Risk,0.63
1159,25.0,Female,Middle,Graduate,0.89,14.9,97.8,0.46,0.53,Yes,Stable,Laptop,67.8,Hard,73.1,Kinesthetic,BSED,"Teaching, Research",Fail,Safe,0.53
1160,23.0,Male,Low,College,0.8,4.7,41.9,0.75,0.71,Yes,Limited,Laptop,64.1,Hard,88.3,Kinesthetic,BSIT,"Accounting, Finance",Pass,Moderate,0.43
1161,21.0,Female,High,Graduate,0.56,3.2,83.9,0.81,0.36,Yes,Stable,Laptop,56.6,Moderate,42.8,Reading,BSBA,"Leadership, Marketing",Fail,At Risk,0.8
1162,23.0,Male,High,High School,0.71,9.0,94.6,0.64,0.97,Yes,Limited,Laptop,72.0,Moderate,88.5,Visual,BSED,"Programming, AI",Pass,Moderate,0.31
1163,24.0,Female,High,College,0.93,16.1,91.4,0.69,0.74,No,Limited,Smartphone,55.9,Hard,50.7,Reading,BSIT,"Accounting, Finance",Fail,Safe,0.31
1164,19.0,Male,Low,College,0.96,15.2,97.9,0.81,0.83,No,Limited,Laptop,87.6,Moderate,70.9,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.2
1165,16.0,Male,Middle,College,0.73,2.0,85.6,0.41,0.42,No,Stable,Tablet,66.7,Easy,88.5,Visual,BSED,"Accounting, Finance",Pass,Moderate,0.69
1166,16.0,Female,Middle,Elementary,0.74,9.6,66.5,0.59,0.59,Yes,None,Laptop,66.9,Easy,55.2,Auditory,BSED,"Teaching, Research",Fail,Moderate,0.56
1167,25.0,Male,Middle,High School,0.96,10.9,58.7,0.98,0.6,Yes,Stable,Laptop,71.3,Moderate,54.7,Visual,BSBA,"Game Dev, Robotics",Fail,Safe,0.42
1168,19.0,Male,High,High School,0.79,13.2,59.2,0.75,0.88,No,Limited,Smartphone,70.0,Hard,64.2,Visual,BSIT,"Programming, AI",Fail,Moderate,0.3
1169,22.0,Female,Middle,College,0.52,13.4,83.5,0.55,0.3,Yes,Stable,Smartphone,94.8,Hard,93.7,Reading,BSIT,"Leadership, Marketing",Pass,At Risk,0.84
1170,17.0,Male,High,College,0.96,7.9,84.8,0.71,0.51,No,Stable,Laptop,74.5,Moderate,40.0,Visual,BSA,"Leadership, Marketing",Fail,Safe,0.51
1171,18.0,Male,High,College,0.62,11.7,52.0,0.61,0.99,No,Stable,Tablet,54.0,Easy,94.1,Reading,BSIT,"Game Dev, Robotics",Pass,At Risk,0.39
1172,16.0,Male,High,Elementary,0.79,10.1,92.1,0.72,0.63,No,None,Tablet,77.3,Moderate,49.2,Kinesthetic,BSBA,"Accounting, Finance",Fail,Moderate,0.5
1173,20.0,Female,Middle,College,0.58,17.8,82.9,0.48,0.57,No,None,Laptop,56.8,Hard,99.4,Visual,BSA,"Programming, AI",Pass,At Risk,0.67
1174,16.0,Male,Low,High School,0.52,11.1,73.8,0.48,0.38,Yes,Stable,Laptop,51.4,Easy,97.3,Visual,BSA,"Leadership, Marketing",Pass,At Risk,0.8
1175,23.0,Female,Middle,High School,0.66,9.4,68.3,0.49,0.98,Yes,Stable,Desktop,93.7,Moderate,69.7,Reading,BSA,"Leadership, Marketing",Fail,Moderate,0.35
1176,16.0,Male,High,High School,0.89,8.7,72.6,0.96,0.31,Yes,Limited,Smartphone,84.8,Easy,70.8,Kinesthetic,BSED,"Accounting, Finance",Fail,Safe,0.72
1177,16.0,Male,Low,College,0.64,11.9,49.6,0.84,0.82,No,Stable,Smartphone,94.1,Moderate,68.9,Auditory,BSED,"Game Dev, Robotics",Fail,At Risk,0.48
1178,17.0,Male,Middle,High School,0.61,16.3,52.2,0.5,0.84,Yes,Stable,Tablet,71.5,Hard,78.1,Kinesthetic,BSIT,"Programming, AI",Pass,At Risk,0.49
1179,17.0,Female,Low,College,0.61,11.2,45.5,0.51,0.47,Yes,Limited,Laptop,74.0,Moderate,45.4,Reading,BSA,"Game Dev, Robotics",Fail,At Risk,0.71
1180,21.0,Male,Middle,College,0.76,13.6,49.2,0.84,0.77,No,Stable,Laptop,57.6,Moderate,42.0,Kinesthetic,BSBA,"Game Dev, Robotics",Fail,Moderate,0.41
1181,22.0,Male,High,Elementary,0.99,15.0,67.2,0.49,0.37,Yes,None,Laptop,61.1,Moderate,43.5,Reading,BSED,"Programming, AI",Fail,Safe,0.63
1182,20.0,Female,High,College,0.73,10.9,71.8,0.54,0.48,Yes,Stable,Smartphone,87.7,Hard,66.7,Reading,BSBA,"Programming, AI",Fail,Moderate,0.65
1183,16.0,Male,Low,High School,0.78,9.1,41.1,0.98,0.85,Yes,Stable,Smartphone,66.0,Easy,56.5,Auditory,BSBA,"Leadership, Marketing",Fail,Moderate,0.34
1184,16.0,Female,High,High School,0.93,17.7,87.8,0.55,0.91,No,Stable,Smartphone,87.2,Moderate,77.3,Visual,BSED,"Leadership, Marketing",Pass,Safe,0.15
1185,18.0,Female,Middle,High School,0.77,8.9,57.7,0.8,0.73,No,Limited,Laptop,81.9,Moderate,99.5,Reading,BSED,"Programming, AI",Pass,Moderate,0.44
1186,17.0,Male,Middle,High School,0.59,9.8,94.7,0.99,0.65,No,Stable,Laptop,58.0,Hard,63.2,Reading,BSED,"Teaching, Research",Fail,At Risk,0.62
1187,20.0,Female,Middle,College,0.65,19.8,98.1,0.62,0.41,Yes,Limited,Laptop,72.8,Moderate,74.4,Auditory,BSED,"Leadership, Marketing",Fail,At Risk,0.73
1188,25.0,Male,Middle,High School,0.65,1.0,51.1,0.41,0.34,No,Stable,Smartphone,80.5,Easy,64.9,Reading,BSA,"Teaching, Research",Fail,At Risk,0.78
1189,21.0,Female,Middle,College,0.7,4.5,67.7,0.55,0.38,No,Limited,Smartphone,60.6,Moderate,90.8,Visual,BSA,"Programming, AI",Pass,Moderate,0.73
1190,22.0,Female,Middle,College,0.71,8.3,40.1,0.9,0.46,Yes,Stable,Laptop,87.4,Moderate,94.1,Auditory,BSA,"Leadership, Marketing",Pass,Moderate,0.67
1191,19.0,Male,Low,College,0.9,18.7,75.9,0.92,0.54,No,Stable,Tablet,74.5,Easy,92.6,Visual,BSA,"Game Dev, Robotics",Pass,Safe,0.51
1192,22.0,Female,Middle,College,0.67,2.3,76.4,0.86,0.57,Yes,Limited,Laptop,57.4,Hard,98.5,Visual,BSIT,"Programming, AI",Pass,Moderate,0.62
1193,23.0,Female,Middle,College,0.73,1.2,54.9,0.47,0.54,No,Stable,Desktop,76.2,Easy,41.7,Auditory,BSA,"Accounting, Finance",Fail,Moderate,0.61
1194,16.0,Female,Low,High School,0.81,2.0,73.5,0.88,0.47,No,Stable,Laptop,95.0,Moderate,90.4,Reading,BSED,"Teaching, Research",Pass,Moderate,0.62
1195,21.0,Female,Middle,High School,0.69,2.7,53.5,0.95,0.66,Yes,Limited,Smartphone,56.8,Moderate,85.1,Visual,BSBA,"Programming, AI",Pass,Moderate,0.54
1196,23.0,Female,Middle,College,0.92,1.7,49.6,0.76,0.88,No,Stable,Laptop,86.8,Moderate,53.7,Visual,BSA,"Programming, AI",Fail,Safe,0.19
1197,20.0,Male,Middle,College,0.79,10.1,79.1,0.96,0.5,No,Limited,Desktop,59.3,Moderate,97.4,Visual,BSIT,"Leadership, Marketing",Pass,Moderate,0.6
1198,19.0,Female,Middle,High School,0.65,12.0,59.6,0.9,0.96,No,Stable,Laptop,85.2,Hard,48.9,Visual,BSED,"Leadership, Marketing",Fail,At Risk,0.38
1199,17.0,Male,High,High School,0.86,6.2,75.4,0.8,0.91,Yes,Limited,Laptop,83.1,Moderate,80.8,Auditory,BSBA,"Leadership, Marketing",Pass,Safe,0.22
1200,21.0,Female,Middle,High School,0.76,8.6,66.0,0.75,0.41,Yes,Stable,Laptop,63.5,Moderate,53.5,Auditory,BSBA,"Accounting, Finance",Fail,Moderate,0.69
1201,19.5,Female,Middle,College,0.67,10.3,43.9,0.76,1.0,No,Stable,Smartphone,51.9,Easy,85.7,Visual,BSA,"Game Dev, Robotics",Fail,Moderate,0.58
1202,22.6,Female,High,College,0.5,4.0,98.3,0.78,0.76,Yes,Stable,Tablet,76.8,Moderate,57.1,Auditory,BSA,"Leadership, Marketing",Fail,Moderate,0.7
1203,21.9,Female,Middle,Graduate,0.68,1.9,71.7,0.84,0.79,Yes,Stable,Tablet,61.7,Hard,51.0,Visual,BSED,"Game Dev, Robotics",Pass,Moderate,0.25
1204,23.3,Male,Low,College,0.89,10.6,81.6,0.51,0.63,Yes,Limited,Laptop,73.6,Hard,96.7,Visual,BSA,"Programming, AI",Fail,Safe,0.73
1205,18.0,Female,Middle,College,0.84,14.2,72.9,0.54,0.46,Yes,Stable,Tablet,73.7,Easy,82.8,Visual,BSIT,"Game Dev, Robotics",Pass,At Risk,0.84
1206,17.7,Male,Middle,Elementary,0.66,16.6,77.2,0.64,0.41,No,Stable,Laptop,68.6,Moderate,40.0,Visual,BSBA,"Programming, AI",Pass,Safe,0.18
1207,24.5,Male,High,College,0.81,15.1,79.8,0.41,0.82,No,Stable,Smartphone,71.2,Moderate,68.0,Reading,BSED,"Programming, AI",Pass,Moderate,0.34
1208,23.0,Male,High,Elementary,0.5,1.0,53.5,0.88,0.76,No,Stable,Laptop,50.1,Moderate,48.4,Visual,BSA,"Teaching, Research",Pass,Moderate,0.37
1209,22.8,Female,Middle,College,0.77,11.3,69.4,0.84,0.72,Yes,Stable,Laptop,77.8,Moderate,84.5,Reading,BSED,"Programming, AI",Fail,Moderate,0.34
1210,16.5,Female,Low,Graduate,0.88,19.5,76.6,0.9,0.89,No,None,Tablet,84.1,Moderate,40.0,Visual,BSED,"Teaching, Research",Fail,Moderate,0.72
1211,18.9,Female,Low,College,0.67,18.1,87.4,0.65,0.66,No,Stable,Smartphone,85.8,Moderate,52.9,Visual,BSA,"Leadership, Marketing",Fail,Safe,0.29
1212,25.0,Male,High,High School,0.75,13.5,56.0,0.45,0.51,Yes,Limited,Desktop,78.3,Easy,65.2,Auditory,BSED,"Game Dev, Robotics",Pass,Moderate,0.48
1213,18.9,Female,Low,High School,0.77,15.4,75.4,0.45,0.75,Yes,Stable,Smartphone,56.6,Hard,80.6,Reading,BSA,"Accounting, Finance",Pass,Moderate,0.38
1214,21.2,Female,Low,High School,0.89,6.6,82.0,0.72,0.77,No,Limited,Laptop,63.8,Moderate,82.3,Auditory,BSBA,"Teaching, Research",Fail,Safe,0.39
1215,17.7,Female,Low,Elementary,0.72,2.2,53.3,0.69,0.89,Yes,Stable,Laptop,75.7,Moderate,63.5,Kinesthetic,BSBA,"Accounting, Finance",Pass,Moderate,0.76
1216,18.7,Male,Middle,College,0.83,8.3,61.5,0.8,0.58,Yes,Stable,Tablet,73.3,Moderate,80.4,Kinesthetic,BSED,"Teaching, Research",Pass,Safe,0.63
1217,24.1,Female,Middle,College,0.67,17.1,84.5,0.64,0.3,No,Limited,Laptop,66.5,Moderate,62.5,Reading,BSED,"Game Dev, Robotics",Fail,Safe,0.68
1218,19.2,Male,Middle,High School,0.71,17.2,63.8,0.9,0.56,Yes,Stable,Laptop,67.7,Easy,48.9,Auditory,BSIT,"Accounting, Finance",Fail,Moderate,0.51
1219,22.3,Female,Middle,Elementary,0.9,5.3,77.8,0.9,0.87,Yes,Stable,Tablet,62.9,Hard,72.2,Reading,BSA,"Leadership, Marketing",Fail,Moderate,0.21
1220,23.7,Female,Middle,College,0.89,9.6,64.8,0.93,0.58,No,Stable,Smartphone,94.0,Moderate,99.7,Visual,BSED,"Teaching, Research",Pass,Moderate,0.28
1221,21.8,Male,High,College,0.88,3.7,83.9,0.72,0.48,No,Stable,Smartphone,95.0,Moderate,97.5,Kinesthetic,BSA,"Teaching, Research",Pass,Moderate,0.48
1222,19.3,Male,High,High School,0.77,8.3,60.4,0.75,0.81,No,Stable,Smartphone,73.5,Easy,76.7,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,Safe,0.26
1223,18.3,Male,Middle,College,0.66,17.6,82.6,0.86,0.44,No,Limited,Laptop,61.0,Moderate,74.4,Visual,BSIT,"Accounting, Finance",Pass,Safe,0.61
1224,18.5,Female,Low,High School,0.91,1.0,81.9,0.59,0.32,Yes,Stable,Laptop,75.1,Easy,79.0,Kinesthetic,BSBA,"Programming, AI",Fail,At Risk,0.51
1225,22.1,Female,Middle,College,0.95,11.5,59.8,0.64,0.65,Yes,Stable,Laptop,50.1,Moderate,73.0,Auditory,BSED,"Game Dev, Robotics",Fail,Safe,0.61
1226,22.3,Female,Low,College,0.73,1.0,52.9,0.83,0.95,Yes,None,Smartphone,75.7,Moderate,92.1,Reading,BSA,"Leadership, Marketing",Fail,Moderate,0.65
1227,21.7,Male,Middle,Elementary,0.82,14.3,87.0,0.79,0.67,No,Stable,Smartphone,64.2,Hard,71.1,Auditory,BSA,"Game Dev, Robotics",Pass,Moderate,0.52
1228,21.3,Male,Low,High School,0.7,12.6,56.4,0.58,0.63,Yes,Stable,Smartphone,73.2,Moderate,73.8,Kinesthetic,BSBA,"Leadership, Marketing",Pass,At Risk,0.58
1229,21.7,Female,Middle,Graduate,0.62,14.3,99.8,0.7,0.51,Yes,Limited,Laptop,73.6,Hard,74.5,Kinesthetic,BSA,"Game Dev, Robotics",Pass,Safe,0.58
1230,24.5,Male,Middle,High School,1.0,13.6,52.8,0.66,0.73,No,Stable,Tablet,95.0,Hard,48.4,Visual,BSED,"Accounting, Finance",Fail,Safe,0.55
1231,25.0,Male,Middle,College,0.67,6.7,99.8,0.52,0.42,Yes,Stable,Laptop,77.0,Hard,86.1,Auditory,BSED,"Accounting, Finance",Fail,Moderate,0.49
1232,22.8,Male,Low,College,0.78,4.2,84.8,0.49,0.65,No,Stable,Laptop,75.8,Moderate,99.7,Auditory,BSIT,"Programming, AI",Fail,Safe,0.52
1233,22.6,Male,Low,High School,0.69,16.4,56.1,0.66,0.68,No,Limited,Laptop,61.4,Hard,87.3,Kinesthetic,BSA,"Accounting, Finance",Pass,Safe,0.84
1234,17.0,Male,Low,Elementary,0.8,13.0,77.8,0.65,0.73,No,Limited,Smartphone,55.6,Hard,65.9,Auditory,BSA,"Game Dev, Robotics",Pass,Safe,0.4
1235,16.5,Male,High,Graduate,0.82,16.0,96.0,0.98,0.77,No,Stable,Smartphone,54.5,Moderate,89.3,Visual,BSIT,"Leadership, Marketing",Fail,Moderate,0.26
1236,16.8,Male,Low,College,0.81,16.5,88.2,0.67,0.51,No,Limited,Smartphone,76.8,Moderate,68.1,Auditory,BSBA,"Teaching, Research",Fail,Moderate,0.07
1237,20.9,Male,Middle,College,0.76,16.7,64.5,0.57,0.47,No,Limited,Laptop,66.2,Moderate,78.4,Visual,BSBA,"Game Dev, Robotics",Pass,At Risk,0.48
1238,20.2,Female,High,College,0.71,10.8,51.7,0.44,0.64,Yes,Stable,Laptop,83.0,Hard,58.4,Auditory,BSIT,"Teaching, Research",Pass,Moderate,0.35
1239,19.9,Female,Low,High School,0.65,19.3,75.1,0.88,0.91,Yes,Stable,Smartphone,73.8,Moderate,40.0,Auditory,BSA,"Teaching, Research",Pass,Safe,0.37
1240,21.6,Female,Middle,College,0.73,5.9,44.7,0.91,0.64,No,Stable,Smartphone,78.3,Hard,66.5,Reading,BSIT,"Teaching, Research",Fail,Moderate,0.63
1241,19.2,Male,Middle,Graduate,0.82,6.9,45.3,0.6,0.86,No,Stable,Smartphone,75.0,Easy,76.2,Kinesthetic,BSED,"Accounting, Finance",Pass,At Risk,0.39
1242,19.8,Male,Low,College,0.93,7.6,83.6,0.75,0.58,Yes,Stable,Laptop,67.3,Moderate,90.1,Kinesthetic,BSIT,"Accounting, Finance",Pass,At Risk,0.66
1243,16.4,Male,High,College,0.5,12.1,74.8,0.74,0.63,No,Stable,Desktop,55.0,Moderate,73.7,Auditory,BSED,"Programming, AI",Pass,At Risk,0.84
1244,20.7,Female,Middle,High School,0.79,11.5,41.6,0.81,0.77,Yes,Limited,Tablet,78.7,Hard,63.4,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,At Risk,0.67
1245,20.7,Male,Low,College,0.5,13.4,60.4,0.55,0.66,Yes,None,Smartphone,78.4,Easy,92.0,Auditory,BSED,"Leadership, Marketing",Pass,Moderate,0.27
1246,25.0,Female,High,College,0.81,14.9,66.9,0.59,0.62,Yes,Limited,Smartphone,60.9,Moderate,59.2,Auditory,BSBA,"Teaching, Research",Fail,At Risk,0.35
1247,16.8,Female,Middle,Elementary,0.83,5.9,60.9,0.86,0.38,Yes,None,Laptop,79.5,Moderate,99.7,Reading,BSED,"Accounting, Finance",Pass,Moderate,0.28
1248,22.2,Male,Middle,College,0.74,18.1,71.6,0.44,0.52,No,Limited,Tablet,91.0,Moderate,87.8,Visual,BSIT,"Programming, AI",Fail,Moderate,0.84
1249,16.0,Female,Low,Elementary,0.68,1.0,51.7,0.51,0.7,Yes,Stable,Smartphone,77.8,Moderate,45.2,Reading,BSIT,"Programming, AI",Fail,Safe,0.36
1250,18.3,Male,Middle,High School,0.75,9.1,77.0,0.74,0.51,No,Limited,Laptop,62.9,Hard,60.9,Visual,BSBA,"Game Dev, Robotics",Pass,Moderate,0.51
1251,22.1,Female,Middle,High School,0.6,9.4,59.8,0.48,0.7,Yes,Stable,Laptop,75.3,Moderate,66.3,Auditory,BSBA,"Leadership, Marketing",Pass,Moderate,0.49
1252,19.2,Male,Middle,High School,0.74,9.0,83.5,0.76,0.48,No,Stable,Smartphone,50.1,Moderate,60.1,Visual,BSED,"Accounting, Finance",Pass,Safe,0.35
1253,25.0,Male,Middle,College,0.71,1.0,79.3,0.75,0.44,No,Stable,Laptop,78.5,Easy,72.3,Reading,BSBA,"Programming, AI",Fail,Moderate,0.61
1254,20.5,Male,Low,Elementary,0.53,20.0,40.1,0.79,0.73,Yes,Limited,Laptop,77.7,Moderate,46.5,Auditory,BSA,"Game Dev, Robotics",Pass,Moderate,0.4
1255,19.9,Female,Middle,College,0.5,18.6,65.5,0.44,0.73,No,Limited,Laptop,61.6,Easy,99.7,Auditory,BSA,"Programming, AI",Fail,Moderate,0.38
1256,19.3,Female,High,Graduate,0.9,10.3,72.6,0.73,0.59,No,Stable,Laptop,60.8,Moderate,54.2,Auditory,BSA,"Programming, AI",Fail,Safe,0.42
1257,25.0,Male,Low,College,0.7,16.4,62.3,0.71,0.96,No,Stable,Smartphone,56.1,Moderate,74.6,Reading,BSIT,"Programming, AI",Fail,Moderate,0.32
1258,23.2,Female,Middle,High School,0.63,18.8,77.7,0.81,0.66,No,Stable,Smartphone,69.3,Moderate,99.7,Kinesthetic,BSIT,"Leadership, Marketing",Fail,Safe,0.55
1259,20.0,Female,Middle,College,0.72,13.4,71.3,0.78,1.0,Yes,Stable,Smartphone,79.5,Moderate,76.4,Auditory,BSA,"Programming, AI",Pass,Moderate,0.43
1260,22.9,Female,Low,College,0.84,4.7,59.9,0.71,0.78,Yes,Stable,Laptop,87.8,Hard,63.8,Visual,BSA,"Game Dev, Robotics",Fail,Safe,0.6
1261,19.5,Female,Low,College,1.0,8.8,83.6,0.99,1.0,No,Stable,Smartphone,79.5,Moderate,81.6,Visual,BSED,"Game Dev, Robotics",Fail,Moderate,0.22
1262,16.4,Male,Middle,High School,0.72,8.5,72.9,0.69,0.64,Yes,Limited,Smartphone,79.2,Moderate,76.2,Kinesthetic,BSED,"Programming, AI",Fail,Moderate,0.47
1263,17.8,Female,Middle,Elementary,0.71,11.2,54.1,0.81,0.89,No,Stable,Laptop,57.0,Hard,73.5,Reading,BSBA,"Game Dev, Robotics",Pass,Moderate,0.55
1264,22.1,Female,Middle,College,0.75,3.3,69.4,0.8,0.72,No,Limited,Laptop,87.5,Moderate,47.9,Reading,BSED,"Teaching, Research",Pass,Safe,0.71
1265,20.4,Male,High,High School,0.86,7.2,83.0,0.58,0.79,No,Stable,Smartphone,69.2,Moderate,99.7,Kinesthetic,BSA,"Accounting, Finance",Pass,Moderate,0.69
1266,18.8,Female,Middle,High School,0.65,15.6,65.3,0.59,0.53,No,Limited,Tablet,61.2,Moderate,88.4,Reading,BSIT,"Game Dev, Robotics",Fail,Moderate,0.34
1267,19.6,Male,Middle,College,0.56,7.2,50.6,0.41,0.49,Yes,Limited,Desktop,72.9,Easy,97.4,Visual,BSA,"Game Dev, Robotics",Pass,At Risk,0.61
1268,19.6,Female,Middle,College,0.99,11.8,57.4,0.52,1.0,Yes,Limited,Desktop,81.8,Moderate,75.6,Reading,BSED,"Accounting, Finance",Fail,Moderate,0.62
1269,18.7,Female,Low,High School,0.83,4.9,64.7,0.77,0.4,Yes,Stable,Smartphone,81.9,Hard,81.5,Auditory,BSBA,"Programming, AI",Fail,Moderate,0.53
1270,19.5,Female,Middle,High School,0.7,5.2,40.1,0.59,1.0,Yes,Stable,Tablet,68.4,Hard,75.4,Kinesthetic,BSIT,"Programming, AI",Fail,Moderate,0.39
1271,21.7,Female,Low,College,0.72,4.5,45.1,0.65,0.53,No,Limited,Smartphone,66.8,Moderate,84.3,Reading,BSA,"Accounting, Finance",Fail,At Risk,0.75
1272,23.6,Male,Middle,Elementary,0.74,17.0,76.6,1.0,0.48,Yes,Stable,Laptop,88.7,Moderate,75.8,Auditory,BSBA,"Game Dev, Robotics",Pass,Safe,0.46
1273,23.3,Female,Low,High School,0.5,14.6,73.3,0.76,0.52,Yes,Stable,Smartphone,76.3,Moderate,50.9,Reading,BSBA,"Teaching, Research",Fail,Moderate,0.76
1274,25.0,Male,Low,College,0.88,18.3,74.5,0.87,0.55,No,None,Tablet,72.7,Moderate,87.5,Auditory,BSIT,"Teaching, Research",Fail,Moderate,0.67
1275,21.7,Male,High,High School,0.89,19.0,87.5,0.77,0.69,Yes,None,Laptop,71.8,Moderate,52.4,Kinesthetic,BSED,"Teaching, Research",Pass,At Risk,0.45
1276,20.9,Female,Middle,Graduate,0.7,9.1,98.7,0.62,0.3,Yes,Stable,Tablet,67.7,Moderate,44.5,Reading,BSBA,"Programming, AI",Pass,At Risk,0.64
1277,21.3,Male,Middle,Elementary,0.71,2.6,71.5,0.96,0.68,No,Limited,Desktop,84.4,Moderate,66.1,Auditory,BSED,"Programming, AI",Fail,Moderate,0.77
1278,19.6,Male,Low,High School,0.76,13.6,99.8,0.64,0.64,Yes,Stable,Laptop,77.4,Moderate,65.2,Auditory,BSIT,"Game Dev, Robotics",Fail,Moderate,0.37
1279,21.6,Female,Middle,College,0.68,10.8,99.8,0.87,0.7,No,None,Tablet,88.8,Easy,90.3,Visual,BSIT,"Game Dev, Robotics",Pass,At Risk,0.78
1280,23.4,Female,High,Elementary,0.76,15.5,81.5,0.65,0.72,No,Limited,Laptop,73.3,Easy,60.2,Visual,BSIT,"Programming, AI",Fail,Moderate,0.28
1281,21.1,Female,Middle,Graduate,0.7,12.1,75.3,0.7,0.81,Yes,Stable,Tablet,59.6,Easy,83.2,Reading,BSA,"Programming, AI",Pass,At Risk,0.63
1282,19.0,Female,Low,College,0.56,13.8,92.0,0.79,0.54,No,Stable,Laptop,52.7,Hard,90.1,Visual,BSIT,"Teaching, Research",Fail,Moderate,0.74
1283,18.1,Female,Middle,College,0.67,8.5,78.2,0.47,0.82,No,Stable,Tablet,74.8,Moderate,58.5,Kinesthetic,BSIT,"Teaching, Research",Pass,Safe,0.75
1284,16.0,Female,Middle,High School,0.64,7.9,66.8,0.64,0.38,No,Stable,Smartphone,66.2,Hard,71.3,Kinesthetic,BSA,"Programming, AI",Pass,Moderate,0.34
1285,21.6,Female,Middle,High School,0.98,7.9,40.1,0.79,0.78,Yes,Stable,Smartphone,69.2,Moderate,87.6,Visual,BSED,"Game Dev, Robotics",Pass,At Risk,0.71
1286,18.7,Female,Low,Graduate,0.98,11.4,67.5,0.86,0.56,Yes,Stable,Smartphone,64.6,Moderate,92.0,Auditory,BSIT,"Programming, AI",Pass,Moderate,0.16
1287,16.2,Female,High,High School,0.85,15.1,84.5,0.76,0.71,No,Limited,Laptop,73.3,Moderate,62.6,Kinesthetic,BSA,"Accounting, Finance",Pass,Safe,0.66
1288,16.0,Female,Low,College,0.65,2.6,47.0,0.86,0.91,No,Limited,Laptop,75.2,Moderate,90.4,Kinesthetic,BSED,"Teaching, Research",Fail,Moderate,0.84
1289,23.8,Male,High,High School,0.88,10.5,84.0,0.49,0.64,Yes,Stable,Smartphone,59.5,Moderate,55.8,Visual,BSIT,"Leadership, Marketing",Fail,Safe,0.48
1290,25.0,Female,High,High School,0.81,17.7,66.8,0.41,0.52,No,Limited,Laptop,50.1,Hard,84.8,Auditory,BSED,"Teaching, Research",Fail,Moderate,0.51
1291,16.0,Male,High,Graduate,0.97,8.5,67.6,0.87,0.63,No,Limited,Smartphone,84.2,Moderate,52.8,Reading,BSBA,"Accounting, Finance",Fail,At Risk,0.39
1292,25.0,Male,Middle,College,0.85,16.0,65.4,0.96,1.0,No,Limited,Laptop,50.1,Easy,98.5,Kinesthetic,BSA,"Accounting, Finance",Fail,Moderate,0.37
1293,19.0,Male,Middle,College,0.62,13.9,68.8,0.57,0.78,No,Limited,Tablet,83.4,Easy,63.4,Kinesthetic,BSBA,"Teaching, Research",Pass,Safe,0.32
1294,20.1,Male,Middle,Graduate,0.81,14.0,91.2,0.83,0.53,No,Limited,Laptop,74.1,Hard,83.0,Visual,BSED,"Leadership, Marketing",Fail,At Risk,0.38
1295,18.9,Female,Low,College,1.0,10.8,82.0,0.41,0.34,Yes,Limited,Laptop,95.0,Moderate,64.8,Visual,BSBA,"Programming, AI",Pass,Moderate,0.52
